,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
2451,22.5625515,88.3540231,Cafe Delight," 6/1A, S.N. Banerjee Road, New Market Area, Kolkata",New Market Area,1000, Finger Food,                                11 AM to 11:30 PM (Mon-Sun),2.9,Bar,6 votes,
2452,22.5483495913,88.370777294,Crazy Bite," 204/1A, Linton Street, Beside Vodafone Store, Park Circus Area, Kolkata",Park Circus Area,200, Fast Food,                                10 AM to 10 PM (Mon-Sun),2.6,Quick Bites,35 votes,Momos
2453,22.5592941,88.4139179,Sanjib Hotel & Restaurant," G1/727, Sukanta Nagar, Sector 4, Salt Lake","Sector 4, Salt Lake",500," North Indian, Chinese",                                10 AM to 11 PM (Mon-Sun),2.6,Quick Bites,22 votes,
2454,22.4767544274,88.310303539,Bawarchi Fast Food Centre," 85, Diamond Harbour Road, Silpara, Behala, Kolkata",Behala,200, Fast Food,                                3 PM to 10 PM (Mon-Sun),3.2,Quick Bites,39 votes,
2455,22.5618964,88.3137737,New Shimla Biryani," 377/2, G.T. Road, Balaitala Bazar, Shibpur, Howrah",Shibpur,200, Biryani,                                11 AM to 10 PM (Mon-Sun),2.6,Quick Bites,16 votes,
2456,22.581767533,88.3317605406,Super Snacks Bar,,,,,,,,,
2457,22.5833968,88.3334296,Royal Bengali Biryani,,,,,,,,,
2458,22.5636755,88.3202152,New Star Haji Biryani," 298, G.T. Road, Kaji Para, Shibpur, Howrah",Shibpur,350," North Indian, Street Food",                                12 Noon to 10 PM (Mon-Sun),2.6,Quick Bites,12 votes,
2459,22.5019942532,88.3189003542,Annapurna Hotel," 130, Feeder Road, Belghoria, Kolkata",Belghoria,300," North Indian, Chinese",                                9 AM to 10 PM (Mon-Sun),3.1,Casual Dining,33 votes,Momos
2460,22.5669184536,88.3495569974,Classic Fast Food Centre," 2, Dacres Lane (James Hickey Sarani), Esplanade, Kolkata",Esplanade,200, Street Food,                                12 Noon to 8 PM (Mon-Sun),2.9,Quick Bites,4 votes,
2461,22.5580806,88.3537955,Bombay Bru," The Courtyard, 5-A, Sudder Street, New Market Area, Kolkata",New Market Area,1000," North Indian, Chinese, Continental, Italian",                                24 Hours (Mon-Sun),2.9,Casual Dining,8 votes,
2462,22.5859859969,88.3644492924,Kalash Sweets," 62, Vivekananda Road, Hatibagan, Kolkata",Hatibagan,100, Mithai,                                7 AM to 10 PM (Mon-Sun),3.2,Dessert Parlor,16 votes,
2463,22.5858210003,88.3338355646,Afreen Biryani House," 387, Belilious Road, Howrah Maidan Area, Howrah",Howrah Maidan Area,150, Biryani,                                11:30 AM to 11 PM (Mon-Sun),2.7,Quick Bites,5 votes,
2464,22.5876359,88.3399299,Ashish Hindu Hotel,,,,,,,,,
2465,22.569824,88.318253,Super Haji Biryani," BE 26, Rabindra Pally, Krishnapur Main Road, Kestopur, Kolkata",Kestopur,150," Biryani, North Indian",                                12 Noon to 11 PM (Mon-Sun),2.6,Quick Bites,25 votes,
2466,22.5680183,88.324013,Naaz Fast Food," 217, G.T. Road, Near Tram Depot, Shibpur, Howrah",Shibpur,200," North Indian, Street Food",                                12 Noon to 11 PM (Mon-Sun),2.8,Quick Bites,10 votes,
2467,22.5234568,88.3637331,Brewin - Park Plaza," Park Plaza, 17, Garcha Road, Ballygunge, Kolkata","Park Plaza, Ballygunge",700," Cafe, Desserts, Bakery",                                10 AM to 10 PM (Mon-Sun),2.7,"Cafe,Dessert Parlor",24 votes,
2468,22.5234568,88.3637331,Aahar Fast Food Centre," 3A, Santosh Roy Road, Behala, Kolkata",Behala,300," Fast Food, Chinese, North Indian",                                12 Noon to 10 PM (Mon-Sun),2.6,Quick Bites,33 votes,"Momos,ChickenKebabRoll,GarlicChicken"
2469,22.5806435,88.2967303,Rahul Restaurant," 25, Brojonath Lahiri Lane, Baksara, Kona Exp Way, Howrah Kolkata, Kona Exp Way",Kona Exp Way,350," North Indian, Chinese",                                4 PM to 10:30 PM (Mon-Sun),2.9,Quick Bites,6 votes,
2470,22.4811545432,88.310499005,Dish Of," 36 A, Diamond Harbour Road, Barisha, Near Behala, Kolkata",Behala,250," Chinese, Fast Food",                                10 AM to 10 PM (Mon-Sun),2.7,Quick Bites,15 votes,
2471,22.5818718585,88.3237504587,New Shivam Restaurant,,,,,,,,,
2472,22.5853196,88.3410477,New Bir Hindu Hotel,,,,,,,,,
2473,22.4960563,88.3700283,Bake Paradise," 56, 8B Bus Stand, Central Road, Jadavpur, Kolkata",Jadavpur,150," Bakery, Desserts, Fast Food",                                9:30 AM to 10 PM (Mon-Sun),3,Dessert Parlor,71 votes,"ChickenBurger,KebabRoll,HotChocolate,ChickenKulcha,MexicanRoll,MushroomPatty,HotDog"
2474,22.5385973,88.3187595,Hindustan Restaurant," 48/C, C.G.R. Road, Babu Road, Kidderpore, Kolkata",Kidderpore,350," North Indian, Street Food",                                6:30 AM to 12 Midnight (Mon-Sun),2.9,Quick Bites,6 votes,
2475,22.6176752,88.4313109,Vesper Restaurant," AC/7, Saha Bagan, Jyangra, Baguihati, Kolkata",Baguihati,450, North Indian,                                11 AM to 11 PM (Mon-Sun),3.1,Casual Dining,19 votes,
2476,22.1959698,88.1697485,The Sunflower Cafe - Ffort Raichak,,,,,,,,,
2477,22.1959698,88.1697485,Indian Quarter - Ffort Raichak," Ffort Raichak, Post Bag 1, Sarisa, South 24 Parganas, Falta, Kolkata","Ffort Raichak, Raichak",1300, North Indian,"                                12:30 PM to 3 PM, 7:30 PM to 10:30 PM (Mon-Sun)",2.8,"Casual Dining,Bar",7 votes,
2478,22.5735312858,88.1875995443,Motel Midway," National Highway 6, Bombay Road, Near Dhulagori Toll Plaza, Dhulagori, Andul Road, Howrah",Andul Road,800," North Indian, Chinese",                                8 AM to 10:30 PM (Mon-Sun),2.9,Casual Dining,13 votes,
2479,22.5735312858,88.1875995443,Green Chilly," 1, Tollygunge Circular Road, New Alipore, Kolkata",New Alipore,350," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),2.8,Quick Bites,15 votes,
2480,22.5373379,88.3693077,Adil Biryani Centre," 42/1B, Shamsul Huda Road, Ballygunge, Kolkata",Ballygunge,150, Biryani,                                12 Noon to 11 PM (Mon-Sun),3.1,Quick Bites,20 votes,
2481,22.48841,88.373042,Sima's Fast Food Centre,,,,,,,,,
2482,22.5742295,88.3537413,Rabindra Jalpan," 22, Rabindra Sarani, Dalhousie BBD Bagh, Kolkata",Dalhousie BBD Bagh,250," South Indian, Fast Food",                                11 AM to 9:30 PM (Mon-Sun),3.2,Quick Bites,16 votes,
2483,22.5707590463,88.3617395908,Amantran Family Restaurant," 99, Prem Chand Boral Street, Bow Bazar, Kolkata",College Street,200, Chinese,                                11 AM to 10 PM (Mon-Sun),2.8,Casual Dining,7 votes,
2484,22.5255695,88.3631642,Vaiya's," 51/B, Garcha Road, Hazra, Kolkata",Hazra,150, South Indian,                                10 AM to 8 PM (Mon-Sun),3.2,Quick Bites,24 votes,
2485,22.5879226,88.3397872,Shyam Andhra Mess," 3/14, Dobson Road, Howrah",Dobson Road,300, South Indian,                                8 AM to 10 PM (Mon-Sun),2.9,Quick Bites,4 votes,
2486,22.5878221,88.3399852,Sri Balaji South Indian Mess,,,,,,,,,
2487,22.5816985,88.3329266,The Punjabis,,,,,,,,,
2488,22.5843974,88.4113792,CakeWalk,,,,,,,,,
2489,22.538319,88.3512917,Thanda Garam," 5th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Forum Mall, Elgin",150, Beverages,                                11 AM to 10:30 PM (Mon-Sun),2.6,Food Court,26 votes,"Jal-jeera,AamPanna"
2490,22.5734147357,88.3654427156,Sarat Sweets," 2, Ram Kanto Mistri Lane, College Street, Kolkata",College Street,100, Mithai,                                7 AM to 10 PM (Mon-Sun),2.8,"Sweet Shop,Dessert Parlor",8 votes,
2491,22.5392847,88.3547059,Aakansha Restaurant,,,,,,,,,
2492,22.5001385268,88.3637204021,Gupta Hotel," 68, Keshab Chandra Sen Street, College Street, Kolkata",College Street,150, North Indian,                                10 AM to 9 PM (Mon-Sun),3,Quick Bites,8 votes,
2493,22.5700582,88.351115,New Mission Dhaba," 12, R.N. Mukherjee Road, Esplanade, Kolkata",Esplanade,150, Street Food,                                8:30 AM to 6:30 PM (Mon-Sun),3.3,Dhaba,14 votes,
2494,22.1959698,88.1697485,The Courtyard - Ffort Raichak," Ffort Raichak, Post Bag 1, Sarisa, South 24 Parganas, Falta, Kolkata","Ffort Raichak, Raichak",1500," North Indian, Continental",                                12:30 PM to 10:30 PM (Mon-Sun),3.2,Lounge,24 votes,
2495,22.4920991,88.402703,Foods Ocean,,,,,,,,,
2496,22.5000765759,88.3636925742,Gupta Eating House,,,,,,,,,
2497,22.5000765759,88.3636925742,Street Food Junction," 24, Bhupen Bose Avenue, Shyam Bazar, Kolkata",Shyam Bazar,150, Street Food,                                3 PM to 10 PM (Mon-Sun),2.9,Quick Bites,6 votes,
2498,22.5686237457,88.360350877,Bhim Chandra Modak," 9B, Nirmal Chandra Street, Bow Bazar, Kolkata",Bow Bazar,100, Mithai,                                8 AM to 10:30 PM (Mon-Sun),2.8,Sweet Shop,7 votes,
2499,22.5781746013,88.3678154647,Gupta Hotel," 68, Keshab Chandra Sen Street, College Street, Kolkata",College Street,150, North Indian,                                10 AM to 9 PM (Mon-Sun),3,Quick Bites,8 votes,
2500,22.5786751903,88.3662004396,CH Gope Sweets," 20, Keshab Chandra Sen Street, College Street, Kolkata",College Street,100," Mithai, Street Food",                                8 AM to 10 PM (Mon-Sun),2.8,Sweet Shop,5 votes,
2501,22.564066,88.356115,Kwality Roll Corner," Shop 8, 158, Lenin Sarani, Chandni Chowk, Kolkata",Chandni Chowk,100," Street Food, Rolls",                                11:30 AM to 11:30 PM (Mon-Sun),3,Quick Bites,7 votes,
2502,22.5379543712,88.3509721979,Gotta Get Enerzy," 5th Floor, Forum Mall, 10/3, Elgin Road","Forum Mall, Elgin",200," Healthy Food, Juices",                                11 AM to 10:30 PM (Mon-Sun),2.7,Food Court,17 votes,
2503,22.5736695281,88.3647248894,Peiking Chinese Restaurant," 23, Surya Sen Street,  College Street, Kolkata",College Street,350, Chinese,                                11 AM to 10:30 PM (Mon-Sun),2.2,Casual Dining,20 votes,
2504,22.5792810336,88.3699052408,Triasha Indian & Chinese," 53, Raja Ram Mohan Sarani, College Street, Kolkata",College Street,150, Fast Food,                                4 PM to 10 PM (Mon-Sun),3,Quick Bites,8 votes,
2505,22.5092727,88.3330784,Circular Cabin," 92/A, Somnath Lahiri Sarani, New Alipore, Kolkata",New Alipore,150, Street Food,                                9 AM to 4 PM (Mon-Sun),2.9,Quick Bites,4 votes,
2506,22.7007861186,88.3756981418,Konica Restaurant," 92, Sodepur Station Road, Sodepur, Kolkata",Sodepur,350," North Indian, Mughlai, Chinese",                                11 AM to 10 PM (Mon-Sun),2.4,Casual Dining,17 votes,
2507,22.5411316,88.3260187,Lovely Sweets,,,,,,,,,
2508,22.502155633,88.363914527,Hara Gouri Mistanna Bhandar,,,,,,,,,"Rasgulla,MalaiChamCham,MishtiDoi,GulabJamun"
2509,22.66389922,88.376275152,Sutripti Sweets," 2, Feeder Road, Belghoria, Kolkata",Belghoria,100, Mithai,                                7 AM to 10 PM (Mon-Sun),3.1,Sweet Shop,14 votes,
2510,22.7599823,88.3705395833,Amarjit Hotel & Restaurant," 2, S.M. Ali Road, Barrackpore, Kolkata",Barrackpore,250," Chinese, North Indian",                                11 AM to 12 Midnight (Mon-Sun),2.3,Casual Dining,35 votes,Decor
2511,22.5771202,88.390249,Sip N Lick," P307 A, C.I.T. Road, Kankurgachi, Kolkata",Kankurgachi,250," Fast Food, Beverages, Desserts",                                9 AM to 9 PM (Mon-Sun),3.3,Beverage Shop,24 votes,
2512,22.5690128,88.3569153,Barua Eating House,,,,,,,,,
2513,22.5398377,88.3269297,Panchu Babu Fast Food," 91, Diamond Harbour Road, Kidderpore, Kolkata",Kidderpore,150, Fast Food,"                                7 AM to 11 AM, 2:30 PM to 8:30 PM (Mon-Sun)",2.8,Quick Bites,19 votes,
2514,22.5013564759,88.3638196439,Sengupta's," 1/14, Poddar Nagar, Near Girls High School, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,300," Bengali, North Indian",                                12 Noon to 10 PM (Mon-Sun),2.8,Casual Dining,12 votes,
2515,22.5917814919,88.3639504015,New Delhi Hotel," 14/2, Jatindra Mohan Avenue, Shobha Bazar, Kolkata",Shobha Bazar,250, North Indian,                                11 AM to 10 PM (Mon-Sun),2.9,Casual Dining,4 votes,
2516,22.5433131012,88.3601939678,Snacks Food Centre,,,,,,,,,
2517,22.5844877094,88.3330865577,Haji Malang," 257, Panchanantala Road, Howrah Maidan Area, Howrah",Howrah Maidan Area,300," North Indian, Biryani, Mughlai",                                12 Noon to 10 PM (Mon-Sun),3.2,Quick Bites,14 votes,
2518,22.5850898,88.341434,Swapnapuri," 2A, Rishi Bankim Chandra Road, Howrah Station Area, Howrah",Howrah Station Area,100, Mithai,                                7 AM to 10:30 PM (Mon-Sun),2.9,"Sweet Shop,Dessert Parlor",5 votes,
2519,22.5850898,88.341434,The Cake Boutique," Mukund Apartments, 6/1/3, Queens Park, Ballygunge, Kolkata",Ballygunge,700, Desserts,                                7 AM to 11 PM (Mon-Sun),3,Dessert Parlor,13 votes,
2520,22.5205144,88.3673738,Terrace Tandoor," Thames International Hotel, 181, Gariahat, Near Aliya Cinema Hall, Gariahat, Kolkata","Thames International Hotel, Rash Behari Avenue",700," North Indian, Chinese, Mughlai",                                12 Noon to 11 PM (Mon-Sun),3,Casual Dining,13 votes,
2521,22.5603693,88.3521781,Punjabi Snacks Bar,,,,,,,,,
2522,22.5548467481,88.3721780777,Lalti Food Centre," 2/1/2, Deb Lane, Park Circus Area, Kolkata",Park Circus Area,250," North Indian, Mughlai, Chinese",                                12 Noon to 11:15 PM (Mon-Sun),2.9,Casual Dining,13 votes,
2523,22.5413189,88.3533403,The Cafe - Hotel Niharika," Hotel Niharika, 5, A.J.C. Bose Road, Minto Park, Kolkata","Hotel Niharika, Minto Park",400, Cafe,                                11 AM to 9 PM (Mon-Sun),3,Cafe,4 votes,
2524,22.560571,88.3515194,Food Plaza," 112F, S.C. Banerjee Road, Beliaghata, Kolkata",Beliaghata,500," North Indian, Chinese, Indian",                                12:30 PM to 10:30 PM (Mon-Sun),3.2,Casual Dining,67 votes,MurghPatiala
2525,22.560571,88.3515194,La Sweet Art," 4th Floor, Room 412, 37A, Bentick Street, Esplanade, Kolkata",Esplanade,350, Desserts,                                10 AM to 7 PM (Mon-Sun),2.9,Dessert Parlor,6 votes,
2526,22.5783340346,88.3674339205,KA's," 58, Keshab Chandra Sen Street, College Street, Kolkata",College Street,300, Chinese,                                2 PM to 10:30 PM (Mon-Sun),3,Quick Bites,15 votes,
2527,22.6326427,88.4149685,Tiffin Room," 9/S2, R.B.C. Road, Gorabazar, Dum Dum, Kolkata",Dum Dum,250," South Indian, Street Food","                                8:30 AM to 11 AM, 5 PM to 10 PM (Mon-Sun)",3.4,Quick Bites,36 votes,"Shakes,DahiPapadiChaat,DahiVada,MasalaDosa"
2528,22.5671082412,88.352093026,Mansukh Bar & Restaurant,,,,,,,,,
2529,22.5618679,88.3148593,Mitali Sweets," 361/A, G.T. Road, Shibpur, Howrah",Shibpur,100, Mithai,                                6:30 AM to 10 PM (Mon-Sun),3,Dessert Parlor,8 votes,
2530,22.5837540379,88.3619947359,Pavitra Jalpan," 181/C, Near Ram Mandir, Chittaranjan Avenue, Kolkata",Girish Park,300, North Indian,                                7:30 AM to 10:30 PM (Mon-Sun),3,Casual Dining,10 votes,
2531,22.5050331,88.3688929,Green Chilli," 114L, Salimpur Road, Dhakuria, Kolkata",Dhakuria,400," North Indian, Chinese",                                10 AM to 10:30 PM (Mon-Sun),2.5,Casual Dining,18 votes,
2532,22.4655054,88.3779149,Tripti," P29, C.I.T. Road, Beliaghata, Kolkata",Beliaghata,250," Chinese, North Indian",                                1 PM to 10:30 PM (Mon-Sun),3.1,Quick Bites,40 votes,"Momos,MixedFriedRice,HakkaNoodles"
2533,22.5257441,88.3897915,Albela Biryani," 173, Picnic Garden Road, Picnic Garden, Kolkata",Picnic Garden,200, Biryani,                                11 AM to 11:30 PM (Mon-Sun),2.9,Quick Bites,8 votes,
2534,22.542357804,88.3596706018,Al - Falah,,,,,,,,,
2535,22.5390010508,88.3220375329,Buns N Chicken," 34, Karl Marx Sarani, Beside India Restaurant, Kidderpore, Kolkata",Kidderpore,200, Fast Food,                                12 Noon to 10 PM (Mon-Sun),3.3,Quick Bites,38 votes,"ChickenJumboBurger,CrispyFriedChicken"
2536,22.5535576,88.3575887,Aayaan Restaurant,,,,,,,,,
2537,22.5696386136,88.3606754243,Central Restaurant," 213A, BB Ganguly Street, Bow Bazar, Kolkata",Bow Bazar,150, Fast Food,                                11:30 AM to 10 PM (Mon-Sun),2.8,Quick Bites,4 votes,
2538,22.5579937,88.3544024,Super Fried Chicken Restaurant," 30A, Mirza Galib Street, New Market Area, Kolkata",New Market Area,600," Chinese, Continental, North Indian",                                8:30 AM to 11:30 PM (Mon-Sun),2.6,Casual Dining,17 votes,
2539,22.5080349,88.3079846,The Regal Inn," 161, Parnasaree Pally, Upen Banerjee Road, Behala, Kolkata",Behala,250," Fast Food, North Indian",                                2 PM to 10 PM (Mon-Sun),2.8,Quick Bites,11 votes,
2540,22.5175145,88.3469668,Royal Darbar," 82/A, Satish Mukherjee Road, Kalighat, Kolkata",Kalighat,400," Chinese, Street Food",                                1 PM to 10 PM (Mon-Sun),2.9,Casual Dining,4 votes,
2541,22.517734,88.3458125,Regale," 123, Shayma Prasad Mukherjee Road, Kalighat, Kolkata",Kalighat,250," Chinese, North Indian",                                12 Noon to 9:30 PM (Mon-Sun),2.7,Casual Dining,13 votes,
2542,22.6487435,88.4360661,Sheela's,,,,,,,,,
2543,22.5220943467,88.3311067522,Mangio," Ground Floor, Enclave, 17/1 F, Alipore Road","Enclave, Alipore",1500," Italian, European, Continental, Juices","                                9 AM to 10:30 PM (Mon, Tue, Wed, Thu, Fri, Sun), 12...",3.4,Casual Dining,134 votes,"Pancakes,WatermelonSalad,CaesarSalad,HotChocolate,Ravioli,Risotto,WatermelonJuice"
2544,22.5644809,88.3515194,Krishna Vilas," 1st Floor, 4B, New Market Area Road, Metro Gali, New Market Area, Kolkata",New Market Area,300," North Indian, South Indian",                                9 AM to 10 PM (Mon-Sun),3.2,Casual Dining,32 votes,ButterMasalaDosa
2545,22.5850418,88.3411995,Bhimsain Hotel,,,,,,,,,
2546,22.538681,88.258402,Aafreen Restaurant," 27, Rafi Ahmed Kidwai Road, Wellesley, Kolkata",Wellesley,600," North Indian, Mughlai, Chinese",                                12 Noon to 12 Midnight (Mon-Sun),3.6,Casual Dining,95 votes,"DumBiryani,ChickenBharta"
2547,22.5566388,88.3539093,Lotus," Hotel Kempton, 3, Marquis Street, New Market Area, Kolkata","Hotel Kempton, New Market Area",700," North Indian, Chinese, Continental, Mexican",                                12 Noon to 10:30 PM (Mon-Sun),2.9,Casual Dining,10 votes,
2548,22.593298,88.27022,Chai Bar & Lounge - Fortune Park Panchwati," Fortune Park Panchwati, Kona Exp Way, Howrah","Fortune Park Panchwati, Kona Expressway",500," Cafe, Desserts",                                9 AM to 9 PM (Mon-Sun),2.8,Cafe,14 votes,
2549,22.593298,88.27022,Sidd's Hospitality,,,,,,,,,
2550,22.593298,88.27022,Non Veg Hub,,,,,,,,,
2551,22.5633574,88.3237411,Crown South Indian," 3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah","Avani Riverside Mall, Shibpur",300, South Indian,                                11 AM to 11 PM (Mon-Sun),2.7,Food Court,13 votes,
2552,22.5041826217,88.3188148588,Behala Food Corner," 252, D.H. Road, Opposite Behala Police Station, Behala Kolkata",Behala,200," Fast Food, Chinese",                                12 Noon to 10:30 PM (Mon-Sun),2.7,Quick Bites,11 votes,
2553,22.5659216,88.3773838,Afzal Biryani & Fast Food,,,,,,,,,
2554,22.6218341,88.43251,New Haji Sahab Fast Food Center," RAA 1/1, Raghunathpur, Near Hotel Downtown, Baguihati, Kolkata",Baguihati,250," Chinese, Fast Food",                                11 AM to 11 PM (Mon-Sun),2.9,Quick Bites,8 votes,
2555,22.6217088,88.4320682,Mayur Hotel & Restaurant," RB2, Raghunathpur, V.I.P. Road, Baguihati, Kolkata",Baguihati,200," North Indian, Chinese",                                11 AM to 10 PM (Mon-Sun),2.8,Dhaba,5 votes,
2556,22.5911589,88.4108013,Amantran Restaurant,,,,,,,,,
2557,22.5396138811,88.362027593,Pure Milk," 40B, Beck Bagan Road, Park Circus Area, Kolkata",Park Circus Area,100, Mithai,                                7 AM to 10 PM (Mon-Sun),2.9,Sweet Shop,4 votes,
2558,22.5382021067,88.3660971746,Baked Fresh," 32, Fazlul Haque Sarani, Beckbagan, Park Circus Area, Kolkata",Park Circus Area,100, Desserts,                                10 AM to 10 PM (Mon-Sun),3.4,Dessert Parlor,22 votes,
2559,22.5606901,88.3513992,North & South Indian," 18A, Jawaharlal Nehru Road, New Market Area, Kolkata",New Market Area,250," North Indian, South Indian",                                8 AM to 10:30 PM (Mon-Sun),3,Casual Dining,9 votes,
