,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
831,22.4941569,88.3191599,Sufi Palace,,,,,,,,,
832,22.4976975,88.3744882813,The 2nd Wife,,,,,,,,,
833,22.6207284,88.4056489,La China Grill," 63/10/1, Dum Dum Road, Surer Math, Near Indian Art College, Dum Dum, Kolkata",Dum Dum,350," Chinese, Fast Food, Street Food",                                12 Noon to 10:30 PM (Mon-Sun),3.1,Quick Bites,129 votes,"Momos,ChilliChicken,RumaliRoti,ChickenManchurian,ChickenPakora"
834,22.606564,88.464543,The Japanese Restaurant & Garden," Major Arterial Road, Action Area 2, Rajarhat New Town, Kolkata",Rajarhat New Town,800," Japanese, Chinese","                                Closed (Mon),2 PM to 9 PM (Tue-Sat),12 Noon to 9 PM...",3.8,Casual Dining,27 votes,Sushi
835,22.6123792,88.410953,Go Grillzz,,,,,,,,,
836,22.534275,88.369819,Burger Jack," 23A,Palm Avenue, Ballygunge, Kolkata",Ballygunge,300, Fast Food,                                11 AM to 11 PM (Mon-Sun),3,Quick Bites,10 votes,
837,22.5814331955,88.4435999393,Sector 5 Restro,,,,,,,,,"ChickenManchurian,MuttonBiryani"
838,22.6313444,88.4227521,Kebabish Grill India,,,,,,,,,"TempuraChicken,PanFriedMomos,HariyaliKebab,CheloKebab,ShawarmaRoll,FishFry,GalautiKebab"
839,22.5379543712,88.3509721979,The Noodle Story," 5th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Forum Mall, Elgin",300," Chinese, Asian, Oriental",                                11 AM to 10 PM (Mon-Sun),3.4,Food Court,38 votes,"Noodles,Chowmein"
840,22.542884844,88.3598928899,Kasan - The Flavours Of India," 6/3A, A.J.C. Bose Road, Park Circus Area, Kolkata",Park Circus Area,800," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),3.2,Casual Dining,74 votes,Decor
841,22.4893063,88.349169,Sharma Snacks," Shop 42/2, Near Ashok Nagar Park, N.S.C. Bose Road, Tollygunge, Kolkata",Tollygunge,100, Street Food,                                7 AM to 9:30 PM (Mon-Sun),3.6,Quick Bites,68 votes,"Dhokla,Kachori,Samosa,Lassi,Chai,Rabri"
842,22.5667729394,88.4111264348,Flambe," Hotel The Sojourn, KB 23, Sector 3, Salt Lake, Kolkata","Hotel The Sojourn, Sector 3, Salt Lake",900," North Indian, Chinese, Continental, Bengali","                                12 Noon to 3:30 PM, 7:30 PM to 11 PM (Mon-Sun)",3.4,Casual Dining,69 votes,"BrownieFudge,ManchowSoup,LimeSoda,KungPaoVegetables"
843,22.5188886,88.3607938,Jadab Chandra Das," 127 A, Rash Behari Avenue, Gariahat, Kolkata",Gariahat,100, Mithai,                                8 AM to 9 PM (Mon-Sun),3.5,Dessert Parlor,28 votes,
844,22.528033,88.151081,Country Roads," Near Raghudevpur Gram Panchayat Office, Bauria Road, Panchla, Near Andul Road, Howrah",Andul Road,700," North Indian, Chinese, Continental, Thai",                                11 AM to 12 Midnight (Mon-Sun),3.3,Casual Dining,21 votes,"Margarita,CraftBeer,ChickenWings,Salsa,Sangria,ChickenNuggets,ChickenSteak"
845,22.6387902,88.3683088,Athina Food Valley," 133/12, Maharaja Nanda Kumar Road, Baranagar, Kolkata",Baranagar,500," Biryani, Chinese, Mughlai",                                11 AM to 11 PM (Mon-Sun),3.3,Casual Dining,16 votes,
846,22.502175,88.363884,Ice Spice," 6/6 Poddar Nagar, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,400," Desserts, Fast Food",                                11 AM to 12 Midnight (Mon-Sun),2.8,"Dessert Parlor,Quick Bites",13 votes,
847,22.518077,88.360669,Calcutta South India Club," 70B, Hindustan Park, Near Basanti Devi College, Hindustan Park, Kolkata",Hindustan Park,500, South Indian,                                7 AM to 9:30 PM (Mon-Sun),3.3,Casual Dining,8 votes,
848,22.5194593493,88.3840676397,Feast," 26A, Bosepukur Petrol Pump, Bosepukur Road, Kasba, Kolkata",Kasba,350," Chinese, North Indian, Rolls",                                10:30 AM to 9:30 PM (Mon-Sun),3.4,Casual Dining,168 votes,"ChikenRoll,Momos,ChickenPakora,ChilliChicken,EggRoll,FriedRice,Noodles"
849,22.5710268466,88.4261783212,Lake Lite," Benfish Tower, 31, GN Block, Sector 5, Salt Lake","Sector 5, Salt Lake",650," North Indian, Chinese",                                12 Noon to 11 PM (Mon-Sun),3.4,Casual Dining,171 votes,HakkaNoodles
850,22.4785943576,88.3665471151,Flavours," 15C, Sarat Bose Road",Elgin,250, Street Food,                                1 PM to 12 Midnight (Mon-Sun),3.2,Quick Bites,23 votes,"Momos,ChilliChicken,MixedNoodles"
851,22.5530403444,88.3524658531,Silver Grill,,,,,,,,,"RoastPorkChilli,ChickenSoup"
852,22.5861168,88.4899444,Baked & Fried," Ground Floor, Building 2 A, Plot 2/F/11, Action Area 2, Ecospace Business Park, Rajarhat New Town, Kolkata",Rajarhat New Town,300, Street Food,                                11:30 AM to 8:30 PM (Mon-Sun),3.4,Quick Bites,20 votes,"ChickenBurger,CrispyChicken,FrenchFries,SteakSub,SpicyChickenWrap"
853,22.5615289,88.3532664,U.P. Bihar," 12-13 & 29-32, SS Hogg Market, New Market Area, Kolkata",New Market Area,200," North Indian, Biryani",                                6 AM to 12 Midnight (Mon-Sun),3.4,Casual Dining,99 votes,"BeefBhuna,BeefBiryani,BeefChaap,Firni,Nihari,KhiriKebab,BeefRoll"
854,22.5154395,88.36726,Chanda's Khaukswey," 23/31, Gariahat Road, Golpark, Kolkata",Golpark,750, Burmese,"                                12:30 PM to 3:30 PM, 6 PM to 9:45 PM (Mon, Sun)...",3.9,Casual Dining,239 votes,"PorkCurry,KhauSuey,PorkRibs,ChickenSpringRoll,PrawnCakes,CrispyNoodle,TofuSalad"
855,22.5687033,88.3547817,Eau Chew Restaurant," 12, Ganesh Chandra Avenue, Chandni Chowk, Kolkata",Chandni Chowk,600, Chinese,"                                12 Noon to 3 PM (Mon),12 Noon to 3 PM, 6:30 PM to 10...",3.8,Casual Dining,355 votes,"ChimneySoup,EauChewSoup,ClearSoup,RoastPorkChilli,ChilliChicken,HakkaNoodles,SpringChicken"
856,22.5043172,88.4002931,Bhuri Bhoj," 318, Maduraha, Kalikapur, Kolkata",Kalikapur,400, Bengali,"                                11 AM to 4 PM, 6 PM to 10 PM (Mon-Sun)",3.5,Quick Bites,67 votes,"ChingriMalaikari,MochaChingri,MuttonKasha,DhokarDalna,VetkiPaturi,MoongDal"
857,22.5143697721,88.356934078,Tak Heng,,,,,,,,,"Noodles,JumboPrawns,ManchowSoup,Calamari,RoastChickenChilli,RoastPorkChilli,SeafoodSoup"
858,22.5155919319,88.3895252645,The Belly Gong,,,,,,,,,"ChickenTakrai,Momos,MixedHakkaNoodles"
859,22.6067029,88.4029303,Snow Balls," 225, Block A, Near Jaya Cinema, Lake Town, Kolkata",Lake Town,150, Desserts,                                11 AM to 10 PM (Mon-Sun),3.5,Dessert Parlor,41 votes,ChocolateSandwich
860,22.5361412433,88.3250774816,The Foodiez,,,,,,,,,
861,22.4987121003,88.3172350377,Panna's Fresh N Bakes," 54/N Diamond Harbour Road, Behala Tramdepot, Behala, Kolkata",Behala,300, Bakery,                                10 AM to 9:30 PM (Mon-Sun),3.9,Bakery,48 votes,"ChocolatePastry,ChickenSandwich,Croissants"
862,22.4987121003,88.3172350377,Jugaad Bangla,,,,,,,,,
863,22.5691754533,88.4336264804,TFT - That Food Truck,,,,,,,,,"Momos,FrenchFries,FishNChips,PaneerBurger,GrilledChickenBurger,ChickenGrill"
864,22.5210041,88.3618936,Roast," 7/2B, Dover Lane, Gariahat, Kolkata",Gariahat,800," Continental, Chinese, Mughlai",                                12 Noon to 10:30 PM (Mon-Sun),3.9,Casual Dining,235 votes,"VirginMojito,ChickenSteak,BbqPorkRibs,MashedPotato,FrenchFries,CaramelCustard,Calamari"
865,22.5250333,88.3539472,Skewers," 16 A/1, Earle Street, Near Maddox Square Park, Hazra, Kolkata",Hazra,800," Continental, Desserts, Charcoal Grill, Chinese, Finger Food","                                12 Midnight to 1:30 AM, 12:30 PM to 12 Midnight...",4,Casual Dining,76 votes,"GarlicBread,MeatPlatter,CaramelPudding,Noodles,FishChilli,Fries,MalaiMushroom"
866,22.5881119,88.408457,Orko'ss Restaurant," 3rd Floor, Block E, City Centre 1, Sector 1, Salt Lake","City Centre 1, Sector 1, Salt Lake",1500," North Indian, Chinese, Italian",                                12:30 PM to 11 PM (Mon-Sun),3.1,"Casual Dining,Lounge",449 votes,"Mocktails,Noodles,TaiPaiChicken,GulabJamun,MurghPatiala,DalMakhani,Non-VegKebabPlatter"
867,22.505482617,88.3628470078,Shampa's Kitchen,,,,,,,,,
868,22.610861,88.426424,The Flavours King,,,,,,,,,
869,22.5707403,88.4010064,KK's Fusion," 89C, Narkeldanga Main Road, Near Swabhumi, Kankurgachi, Kolkata",Kankurgachi,1200," North Indian, Chinese, Seafood, Indian",                                12 Noon to 12 Midnight (Mon-Sun),3.4,"Casual Dining,Bar",257 votes,"DalMakhani,KebabPlatter,TandooriChicken,Mocktails,HotPot,Panchphoron,PineappleJuice"
870,22.4960563,88.3700283,Bhooter Raja Dilo Bar,,,,,,,,,"EggCurry,Luchi,BhetkiPaturi,LimeSoda,CholarDal,AlurDom,DaabChingri"
871,22.5767715803,88.3686653897,Capsicum Fast Food Centre,,,,,,,,,"Momos,Coffee,Chowmein,WhiteSaucePasta"
872,22.5767715803,88.3686653897,Jugaad Bangla,,,,,,,,,
873,22.5881119,88.408457,Orko'ss Restaurant," 3rd Floor, Block E, City Centre 1, Sector 1, Salt Lake","City Centre 1, Sector 1, Salt Lake",1500," North Indian, Chinese, Italian",                                12:30 PM to 11 PM (Mon-Sun),3.1,"Casual Dining,Lounge",449 votes,"Mocktails,Noodles,TaiPaiChicken,GulabJamun,MurghPatiala,DalMakhani,Non-VegKebabPlatter"
874,22.610861,88.426424,The Flavours King,,,,,,,,,
875,22.5902739809,88.4113631397,Sand - De Sovrani," Hotel De Sovrani, DD 21, Sector 1, Salt Lake","De Sovrani, Sector 1, Salt Lake,",1700," Continental, North Indian, Chinese, Italian",                                24 Hours (Mon-Sun),3.7,Casual Dining,206 votes,"DimSum,Dumplings,DalMakhani,FishFry,RailwayMutton,Noodles,Cheesecake"
876,22.6018854139,88.374157548,Dhaka Biriyani House & Restaurant," 220, A.P.C. Road, Bidhan Sarani, Bagbazar Street, Shyam Bazar, Kolkata",Shyam Bazar,350," Biryani, North Indian",                                12 Noon to 10:30 PM (Mon-Sun),3.3,Quick Bites,164 votes,"MuttonBiryani,ChickenBiryani,DhakaBiryani,SweetCornSoup,TandooriChicken"
877,22.5739932,88.4136522,Shiv Sai Snacks Bar," HB 199, Near Big Bazar, Sector 3, Salt Lake","Sector 3, Salt Lake",175, South Indian,"                                9 AM to 9 PM (Mon, Tue, Wed, Fri, Sat, Sun), Closed...",3.7,Quick Bites,80 votes,"FilterCoffee,MasalaDosa,DahiVada"
878,22.4992690434,88.3171294257,Panna Sweets,,,,,,,,,"Rasgulla,Panna,Sorbhaja,MishtiDoi"
879,22.6295316742,88.4210546315,Meat & Eat,,,,,,,,,
880,22.513538,88.3668865,The Korner Cafe,,,,,,,,,
881,22.513538,88.3668865,Manzilat's Kitchen,,,,,,,,,
882,22.5170175,88.3930507813,Second Wife," 166, Rajdanga Chakraborty Para, Sector A, Kasba, Kolkata",Kasba,500, Chinese,                                11 AM to 10 PM (Mon-Sun),2.9,Casual Dining,6 votes,
883,22.5470292529,88.3879803121,China Pearl," 55, Matheswartala Road, Tangra, Kolkata",Tangra,300," Chinese, Beverages",                                12 Noon to 10:30 PM (Mon-Sun),3.4,Casual Dining,89 votes,"Noodles,KungPaoChicken,FriedPrawn,ThreadedFish"
884,22.52458,88.367827,Karma Kettle,,,,,,,,,
885,22.5454178,88.3988095,Gold - JW Marriott Hotel Kolkata," JW Marriott Hotel Kolkata, 4A, J.B.S Haldane Avenue, Science City Area, Kolkata","JW Marriott Hotel Kolkata, Science City Area",2200, Finger Food,"                                6 PM to 12 Midnight (Mon, Tue, Wed, Thu, Sun), 6 PM...",3.6,Club,41 votes,"DanceFloor,LiveDj"
886,22.5375914379,88.3340591937,Souk - Taj Bengal," Taj Bengal, 34B, Belvedere Road, Alipore, Kolkata","Taj Bengal, Alipore",3700," Lebanese, Mediterranean","                                Closed (Mon),12:30 PM to 2:45 PM, 7:30 PM to 11:45...",3.9,Fine Dining,201 votes,"Mocktails,Baklava,Shawarma,FishGrill,PetaBread,ChickenGrill,Okra"
887,22.5458427,88.358087,BLU - Bistro & Bar,,,,,,,,,
888,22.595658,88.413217,New Tandoori Nights,,,,,,,,,
889,22.5049579122,88.3370941132,Steam & Fried,,,,,,,,,"CrispyChilliBabycorn,VegHakkaNoodles,ClearSoup,FriedMomo,Chowmein,PanFriedMomos,ChickenWings"
890,22.5364868387,88.3522472531,Hooked Up Cafe," Ground Floor, 24A, Ray Street, Elgin, Kolkata",Elgin,700," Cafe, Chinese, North Indian, Italian","                                8 AM to 12 Midnight (Mon),9 AM to 12 Midnight...",3.2,Cafe,111 votes,"AlooParatha,CrispyChilliBabycorn"
891,22.5927138498,88.340764381,Chunky's," 13, Watkins Lane, Near Nilgiri Apartments, Dobson Road, Howrah",Dobson Road,450," Cafe, Pizza, Italian, Fast Food",                                11 AM to 9 PM (Mon-Sun),3.6,Cafe,113 votes,"MixSaucePasta,Spaghetti,MixedSaucePasta,CheesyGarlicBread,WhiteSaucePasta"
892,22.514589,88.346757,Take A Break,,,,,,,,,
893,22.5478550852,88.3914899826,Kim Fa," 9, South Tangra Road, Tangra, Kolkata",Tangra,500, Chinese,"                                6 PM to 11 PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",3.7,Casual Dining,119 votes,"ChilliChicken,Noodles,JumboPrawns,SeafoodThaiSoup,FriedPrawn,SpringChicken,GarlicChicken"
894,22.6798233449,88.3759019896,Regent Restaurant," 1160/117F, B.T. Road, Kamarhati, Belghoria, Kolkata",Belghoria,500," Chinese, North Indian, Mughlai",                                11 AM to 11 PM (Mon-Sun),2.4,Casual Dining,124 votes,"ChickenBharta,AfghanChicken,ChilliChicken,FishKaviraji,MughlaiParatha,Chowmein,FishFry"
895,22.5670760423,88.3497561514,Titos Bar & Restaurant," 10/A, Hemant Basu Sarani, Near Raj Bhavan, Esplanade, Kolkata",Esplanade,750," Chinese, North Indian",                                11 AM to 11:30 PM (Mon-Sun),3.2,"Bar,Casual Dining",34 votes,CrispyChicken
896,22.5765935702,88.3299158514,Kolkata Fried Chicken," 108/110/1, G.T Road, Fazir Bazar, Shibpur, Howrah",Shibpur,250, Fast Food,                                1 PM to 10 PM (Mon-Sun),3.4,Quick Bites,18 votes,
897,22.4943767,88.3696491,The Fried Factory,,,,,,,,,"ChickenWings,DrumSticks,VadaPav"
898,22.5700017,88.3899476,Apu's Kitchen," 119, Hem Chandra Naskar Road, Kankurgachi, Kolkata",Kankurgachi,350," Chinese, North Indian, Mughlai, Rolls",                                12 Noon to 11 PM (Mon-Sun),3.3,Quick Bites,47 votes,"KaathiRoll,FriedRice"
899,22.4978255,88.3746922,Zaika," 43, Jheel Road, Paul Bazar, Jadavpur, Kolkata",Jadavpur,200," Chinese, North Indian, Rolls",                                12 Noon to 10 PM (Mon-Sun),3.1,Quick Bites,141 votes,"Momos,SweetCornSoup,Chowmein,CrispyChilliBabycorn"
900,22.5337456,88.3435763,Little China," 54, Harish Mukherjee Road, Bhawanipur, Kolkata",Bhawanipur,400, Chinese,                                11 AM to 10 PM (Mon-Sun),3.3,Casual Dining,30 votes,Noodles
901,22.4958716,88.37018,Bake Club," A1, C.I.T. Market, Near 8B Bus Stand, Jadavpur, Kolkata",Jadavpur,200," Bakery, Desserts",                                7:30 AM to 10:30 PM (Mon-Sun),3.6,Bakery,220 votes,"CreamyRoll,Momos,GarlicKebab,Croissant,ChickenPizza,ChickenSandwich,CrispyChicken"
902,22.5439145,88.3476876,New Embassy," 53A, Chowringhee Lane, Chowringhee, Kolkata",Chowringhee,800, Chinese,                                12 Noon to 11 PM (Mon-Sun),3.4,Casual Dining,92 votes,"Noodles,HakkaChowmein,ClearSoup,SchezwanChicken,ChopSuey,MixedFriedRice,LemonChicken"
903,22.5826592,88.3909551,Haldiram's," P20, C.I.T. Road, Scheme VII M, Kankurgachi, Kolkata",Kankurgachi,200," Mithai, Street Food, South Indian, North Indian",                                7:30 AM to 9:30 PM (Mon-Sun),3.6,Sweet Shop,63 votes,"KajuBarfi,Thali,Noodles,Kulfi"
904,22.6023874643,88.3734608442,Dwarik Grandsons," 125/2, Bidhan Sarani, Shyam Bazar, Kolkata",Shyam Bazar,100, Mithai,                                7 AM to 10 PM (Mon-Sun),3.5,Sweet Shop,37 votes,"Rabri,Rasmalai,Radhaballavi"
905,22.5191849449,88.3806545287,The Tasty Bites," P-20, Rajkrishna Chatterjee Road, Near Bakultala More, Kasba, Kolkata",Kasba,350," North Indian, Chinese, Fast Food",                                12:30 PM to 10 PM (Mon-Sun),3.6,Quick Bites,42 votes,Momos
906,22.572103925,88.4335258976,Ek Drink," Podium Floor, Globsyn Crystal 1, Sector 5, Salt Lake","Sector 5, Salt Lake",600," Chinese, Continental",                                12 Noon to 10:30 PM (Mon-Sun),3.3,Casual Dining,15 votes,
907,22.5902306436,88.3639859408,Punjab Hindu Hotel," 9A, Beadon Street, Near Beadon Street Post Office, Chittaranjan Avenue, Kolkata",Girish Park,200," North Indian, Mughlai",                                11 AM to 11 PM (Mon-Sun),3.3,Casual Dining,29 votes,RumaliRoti
908,22.5166983,88.3490914,Kamdhenu's," Lake Market, Near Big Bazaar, Lake Market Area, Kolkata",Lake Market Area,150, Mithai,                                7 AM to 10 PM (Mon-Sun),3.9,Sweet Shop,65 votes,"Dhokla,MishtiDoi,DahiVada,ChineseRoll"
909,22.5531555289,88.3512068912,Floriana," 13D, Middleton Row, Park Street Area, Kolkata",Park Street Area,1000," North Indian, Chinese, Continental",                                11 AM to 11 PM (Mon-Sun),2.8,"Casual Dining,Bar",102 votes,ChickenSoup
910,22.6034113691,88.4115713462,IFC Restaurant," P 108/2, Bangur Avenue, Block C, Bangur, Kolkata",Bangur,600," Pizza, Burger, Fast Food",                                12 Noon to 10 PM (Mon-Sun),2.7,Casual Dining,20 votes,
911,22.5355354,88.3522022,The Induction,,,,,,,,,"GarlicBread,WatermelonMojito,LitiChokha,CaesarSalad,CheeseVadaPav,MexicanBurger"
912,22.5147683845,88.3604806289,Fillers," 26, Jatin Bagchi Road, Near Vivekananda Park, Southern Avenue, Kolkata",Southern Avenue,300," Fast Food, Pizza",                                9:30 AM to 10:30 PM (Mon-Sun),3.4,Quick Bites,187 votes,"FrenchFries,PavBhaji,Shakes,Nachos,MexicanTacos,HotChocolate,VegBurger"
913,22.5779594,88.4004673,Say Cheese," 3rd Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi",500, Italian,                                11 AM to 10 PM (Mon-Sun),3.4,Food Court,78 votes,"BbqChickenPizza,ChickenSalad,FrenchFries"
914,22.5779594,88.4004673,Sip N Bites," 1/1, K.C. Ghosh Road, Dobson Road, Howrah",Dobson Road,150," Biryani, Fast Food, North Indian, Chinese, Rolls","                                1 PM to 11 PM (Mon-Sat),5 PM to 11 PM (Sun)",3.1,Quick Bites,59 votes,PaneerRoll
915,22.5382752,88.3653259,Desi Streat," 4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge",400," South Indian, Street Food",                                11 AM to 11 PM (Mon-Sun),3.6,Food Court,81 votes,"RajKachori,MasalaDosa,DahiVada,PavBhaji,OnionRavaDosa,CheeseDosa,Panipuri"
916,22.56963,88.433563,Cake and Bake,,,,,,,,,
917,22.5043259,88.39841386,Naibar," 86, Kalitala Roadd, Purbachal Kalitala, North Purbachal, Haltu, Kalikapur, Kolkata",Kalikapur,600," Chinese, Kebab","                                12:30 PM to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",3.1,Casual Dining,9 votes,
918,22.5189705,88.3619885,The New My Club," 196/2, Gariahat, Kolkata Near Basanti Devi College",Gariahat,400," North Indian, Chinese, Biryani, Street Food, Rolls",                                12 Noon to 10 PM (Mon-Sun),3.4,Casual Dining,182 votes,"MughlaiParatha,PepperChicken,FishFry,Momos,Noodles,ChickenKaviraji,SweetCornSoup"
919,22.5021128875,88.3576555923,Samrat Snacks," 409, Prince Anwar Shah Road, Near Lords Bakery More, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,400," Chinese, Mughlai, North Indian, Rolls",                                12 Noon to 10:30 PM (Mon-Sun),3.6,Quick Bites,103 votes,"FishRoll,ChikenRoll,Noodles,FishFry,ChickenEggRoll,Momos,ChilliChicken"
920,22.5384733766,88.2861147076,Satish Chandra Das & Sons," N-3, Fatepur, Garden Reach, Near Bandha Battala, Kidderpore, Kolkata",Kidderpore,200," Bengali, Mithai",                                10 AM to 10 PM (Mon-Sun),3.8,Sweet Shop,22 votes,
921,22.5538330099,88.3515049517,Zen - The Park,,,,,,,,,"ChocolateFudge,SpicyMushroomSushi,VegSushi,SundayBrunch,PorkRibs,KungPaoChicken"
922,22.6520173375,88.3795058727,Ambrosia Restaurant," 156/5, B.T. Road, Near Dunlop Gurudwara, Baranagar, Kolkata",Baranagar,400," North Indian, Chinese, Mughlai",                                12 Noon to 10:30 PM (Mon-Sun),3.5,Casual Dining,319 votes,"AfghanChicken,HongKongChicken,KashmiriPulao,Momos,ChickenBharta,HakkaNoodles,MurgReshmiKabab"
923,22.5877402,88.409324,Bhikharam Chandmal," DC 15, Near City Centre 1, Sector 1, Salt Lake","Sector 1, Salt Lake",300," Mithai, Street Food, South Indian",                                7 AM to 12 Midnight (Mon-Sun),3.7,Sweet Shop,198 votes,"Dhokla,KajuBarfi,Lassi,Kulcha,Kachori,PavBhaji,DalMakhani"
924,22.6099847,88.427846,Cafeteria Club House,,,,,,,,,
925,22.5602001,88.3516711,Spice Project," 3A, New Empire Building, Humayun Place, New Market Area, Kolkata",New Market Area,1000," Thai, Chinese",                                12 Noon to 10 PM (Mon-Sun),3.7,"Casual Dining,Bar",89 votes,"JasmineRice,Noodles"
926,22.5161312,88.3482567,Radhu Babu's," 8A, Janak Road, Lake Market Area, Kolkata",Lake Market Area,150," Street Food, Fast Food, Bengali","                                6 AM to 10 AM, 3:30 PM to 10:30 PM (Mon-Sun)",3.8,Quick Bites,208 votes,"FishFry,Fries,MuttonStew,FishKaviraji,KobirajiCutlet,PrawnCutlets,ChickenKorma"
927,22.6060936665,88.4112508222,Pind Punjabi Dhaba,,,,,,,,,"TandooriChicken,PaneerParantha,MurghMakhani,AlooParatha,ChickenBharta,MangoLassi,SweetLassi"
928,22.5960321508,88.3714216948,Momore," 138/2, Bidhan Sarani, Near Citi Mart, Hatibagan, Kolkata",Hatibagan,400," Tibetan, Chinese",                                11 AM to 10:30 PM (Mon-Sun),3.6,Kiosk,214 votes,"ChickenMomo,PanFriedMomos,ThaiFries,ThaiChickenSatay,ChickenThukpa,VegMomos,Noodles"
929,22.4593017,88.384155,KG4," 422, Sudha Apartments. Garia Garden, Garia, Kolkata",Garia,500," Thai, Chinese",                                12 Noon to 11 PM (Mon-Sun),3.2,Quick Bites,18 votes,
930,22.5960321508,88.3714216948,Momore," 138/2, Bidhan Sarani, Near Citi Mart, Hatibagan, Kolkata",Hatibagan,400," Tibetan, Chinese",                                11 AM to 10:30 PM (Mon-Sun),3.6,Kiosk,214 votes,"ChickenMomo,PanFriedMomos,ThaiFries,ThaiChickenSatay,ChickenThukpa,VegMomos,Noodles"
931,22.4923603742,88.3187236637,Bean's And Cream Cafe," 30A, Bhupen Roy Road, Near M.P. Birla, Behala, Kolkata",Behala,500," Cafe, Beverages, Fast Food","                                12 Noon to 10:30 PM (Mon, Wed, Thu, Fri, Sat, Sun)...",3.5,Cafe,137 votes,"ChocolateTart,Mojito,Mocktails,WalnutBrownie,IceTea,BrownieFudge,HotChocolate"
932,22.5927528527,88.3413886651,Veg Adda,,,,,,,,,VeggieRoll
933,22.5652858985,88.352290839,Aalamir," 184/1B, Lenin Sarani, Near Tipu Sultan Mosque, Esplanade, Kolkata",Esplanade,300," Chinese, North Indian, Indian",                                11 AM to 10:30 PM (Mon-Sun),3.6,Casual Dining,39 votes,"ChickenTikka,ChickenBiryani,TandooriChicken,ChickenBharta,Firni,Faluda"
934,22.5151965,88.3655751,Crossroad Crystal," 129, Southern Avenue, Golpark, Kolkata",Golpark,700," North Indian, Continental, Bengali, Chinese",                                12 Noon to 11 PM (Mon-Sun),3.6,Casual Dining,103 votes,"CrispyChicken,Chowmein,ChilliChickenDry,ChickenNoodle"
935,22.4831398,88.3911067,Sip & Sandwich," Metropolis Mall, 1925, Chak Garia, Hiland Park, Ajoy Nagar, Kolkata",Ajoy Nagar,250, Fast Food,                                11 AM to 9:30 PM (Mon-Sun),3.2,Quick Bites,13 votes,
936,22.587435,88.302997,Majestic Restaurant,,,,,,,,,
937,22.587435,88.302997,QFC,,,,,,,,,
938,22.5304657357,88.3683381602,Grub Fast Food," 11, Broad Street, Ballygunge, Kolkata",Ballygunge,250," Chinese, Fast Food","                                Closed (Mon),10 AM to 2 PM, 5 PM to 11 PM (Tue-Sun)",3.3,Quick Bites,33 votes,
939,22.6938275,88.4622617187,Casa Mia,,,,,,,,,
940,22.5726785,88.4211304,Bowlers' Den," Near Nicco Park, Sector 4, Salt Lake","Sector 4, Salt Lake",1000," Continental, Beverages, Cafe, Desserts, North Indian, Chinese, Finger Food, Kebab",                                12 Noon to 10 PM (Mon-Sun),3.3,Casual Dining,38 votes,
941,22.6227698,88.4503533,Durbari - Swissotel Kolkata Neotia Vista,,,,,,,,,"GulabJamun,Mocktails,ChocolateCake,PaneerTikka,VegPulao,JumboPrawns,MahiTikka"
942,22.575989,88.4821161,T AND T KITCHEN," Unitech Building Gate 2, Rajarhat New Town, Kolkata",Rajarhat New Town,500, Chinese,                                12 Noon to 10 PM (Mon-Sun),3.2,Casual Dining,12 votes,
943,22.6149938,88.4117675,Pabitra Restaurant,,,,,,,,,"Chowmein,MuttonKosha"
944,22.6050561628,88.4114657342,Veg Dhaba,,,,,,,,,"DalMakhani,Noodles,DalTadka"
945,22.4631848,88.3795146,Bookhara," Garia Main Road, Near Sheetla Mandir,  Garia, Kolkata",Garia,500," North Indian, Chinese, Mughlai",                                12 Noon to 10 PM (Mon-Sun),3.3,Casual Dining,133 votes,"HakkaNoodles,TandooriChicken,ChilliChicken,ChopSuey"
946,22.5861444925,88.3635929972,Fantastic Food Story," 48, Vivekananda Road, Girish Park, Kolkata",Girish Park,600," Chinese, North Indian",                                11 AM to 10 PM (Mon-Sun),3.6,Casual Dining,46 votes,SpringRoll
947,22.5250341,88.3540231,Cafe Mezzaluna,,,,,,,,,"Mocktails,ChickenSandwich"
948,22.502039,88.3597,Tolly Dhaba," 21, Prince Anwar Shah Road, Rajendra Prasad Colony, Tollygunge, Kolkata",Tollygunge,400," North Indian, Mughlai, Chinese, Fast Food","                                12 Noon to 12 Midnight (Mon, Tue, Wed, Thu, Sun), 12...",3.4,Dhaba,22 votes,
949,22.5146944488,88.3536953935,Heroes United," 38A, Dr. Sarat Banerjee Road, Southern Avenue, Kolkata",Southern Avenue,500," Cafe, Continental",                                11 AM to 11 PM (Mon-Sun),3.4,Cafe,15 votes,
950,22.5991781,88.4234624,Ol Yourz,,,,,,,,,"Mocktails,DalMakhani,Brownie,Mojito,LimeSoda,GulabJamun,SweetCornChickenSoup"
951,22.6028733,88.3736685,Five Point Cafe,,,,,,,,,"LovelyAmbience,Decor"
